id,keyword,place,tweet,lemmatized_tweet,disaster
494,armageddon,unknown,MustRead Vladimir Putin Isues Major Warning But Is It To Late To Escape Armagedon by PCraigRoberts US Rus htptcoGFhfCIjrF,MustRead Vladimir Putin Isues Major Warning But Is It To Late To Escape Armagedon by PCraigRoberts US Rus htptcoGFhfCIjrF,1
497,army,Campinas Sp,You da One MTVSumerStar VideoVeranoMTV MTVHotest Britney Spears Lana Del Rey,You da One MTVSumerStar VideoVeranoMTV MTVHotest Britney Spears Lana Del Rey,0
500,army,Studio,If you build an army of  lions and their leader is a dog in any fight the lions wil die like a dog,If you build an army of lion and their leader be a dog in any fight the lion wil die like a dog,0
505,army,unknown,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,0
507,army,New York,SHARK ARMY Black Date Stainles Stel Quartz Men Sport Watch Ful read by eBay htptcokOzCwFQd htptcoHZCnTdZN,SHARK ARMY Black Date Stainles Stel Quartz Men Sport Watch Ful read by eBay htptcokOzCwFQd htptcoHZCnTdZN,0
508,army,unknown,Beyonce Is my pick for htptcothoYhrHkfJ Fan Army Beyhive htptcoWvJaBGM,Beyonce Is my pick for htptcothoYhrHkfJ Fan Army Beyhive htptcoWvJaBGM,0
510,army,#Capulets #5SOSfam #5quadfam , Seconds of Sumer Is my pick for htptcoEFCQgr Fan Army SOSFAM htptcoaSpwkeYnK,Seconds of Sumer Is my pick for htptcoEFCQgr Fan Army SOSFAM htptcoaSpwkeYnK,0
511,army,unknown,Beyonce Is my pick for htptconMQlzo Fan Army Beyhive htptcofcYyR ,Beyonce Is my pick for htptconMQlzo Fan Army Beyhive htptcofcYyR,0
515,army,unknown,VICTORINOX SWIS ARMY DATE WOMENS RUBER MOP WATCH  htptcoqVCJaTfjx htptcomcpEwkbh,VICTORINOX SWIS ARMY DATE WOMENS RUBER MOP WATCH htptcoqVCJaTfjx htptcomcpEwkbh,0
525,army,"Bowling Green, Ky",Hope the Salvation Army at least gave you a tax receipt htpstcoIrcrZy,Hope the Salvation Army at least give you a tax receipt htpstcoIrcrZy,0
529,army,unknown,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,0
532,army,unknown,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,0
534,army,unknown,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,0
537,army,"Logansport, Indiana",Check out more data on Uper Wabash reservoirs here on LouisvileUSACE site htptcohqLQUqZmD,Check out more data on Uper Wabash reservoir here on LouisvileUSACE site htptcohqLQUqZmD,0
539,army,Rexburg ID,ANSWER Therefore it came to pas that in my sixtenth year I did go forth at the head of an army of the htptcouAsbn,ANSWER Therefore it come to pa that in my sixtenth year I do go forth at the head of an army of the htptcouAsbn,0
541,army,unknown,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,One Direction Is my pick for htptcoqeBlOKeVE Fan Army Directioners htptcoeNCmhzy x,0
545,army,Mexico! ^_^, Seconds of Sumer Is my pick for htptcoqcHVJqOVK Fan Army SOSFAM htptcogcuDfnFg ÌÑ,Seconds of Sumer Is my pick for htptcoqcHVJqOVK Fan Army SOSFAM htptcogcuDfnFg ÌÑ,0
547,arson,unknown,Chesehead Report Arson charges filed in Jackson County house fire htptcoIYZWjBzO,Chesehead Report Arson charge file in Jackson County house fire htptcoIYZWjBzO,1
548,arson,"Los Angeles, CA",Arson suspect linked to  fires caught in Northern California htptcoztlcAdKOw,Arson suspect link to fire caught in Northern California htptcoztlcAdKOw,1
549,arson,unknown,Israeli police unable to solve the case of Duma arson atack htptcoWtZgXzafZ,Israeli police unable to solve the case of Duma arson atack htptcoWtZgXzafZ,1
553,arson,"Las Vegas, NV",SHOCK REPORT Muslims Seting Wildfires Acros American WestArson Jihad htptcoFnKxjIu,SHOCK REPORT Muslims Seting Wildfires Acros American WestArson Jihad htptcoFnKxjIu,1
554,arson,West Michigan,pnutsmama Be strong Its at times like this that arson hapens Push thru past the felony stage,pnutsmama Be strong Its at time like this that arson hapens Push thru past the felony stage,0
555,arson,ITUNES RADIO [Hiphop/Rap],BreakingNews Mourning notices for stabing arson victims stir Û÷politics of griefÛª in Israel Posters f htptcoKTKDrGVHgX rome,BreakingNews Mourning notice for stab arson victim stir Û÷politics of griefÛª in Israel Posters f htptcoKTKDrGVHgX rome,1
557,arson,"Paterson, New Jersey ",Mourning notices for stabing arson victims stir Û÷politics of griefÛª in Israel Posters for Shira Banki and A htptcoWbCtkGTY,Mourning notice for stab arson victim stir Û÷politics of griefÛª in Israel Posters for Shira Banki and A htptcoWbCtkGTY,1
562,arson,"Chicago, IL",RT anopus Eliot wil be on probation for two years and wil have to pay fines up to  htptcobcyfbTj,RT anopus Eliot wil be on probation for two year and wil have to pay fine up to htptcobcyfbTj,0
566,arson,"Saginaw, Mich.",RT Saginaw Police sketches of  persons of interest in Saginaw arson htptcoatZJnId htptcoLvtPMHjaG,RT Saginaw Police sketch of person of interest in Saginaw arson htptcoatZJnId htptcoLvtPMHjaG,1
572,arson,USA,Fire That Destroyed Charlton Winery Ruled To Be Arson htptcoaljrMYB,Fire That Destroyed Charlton Winery Ruled To Be Arson htptcoaljrMYB,0
573,arson,unknown,WEHTWTVWlocal Trial date set for man charged with arson burglary htpstcoeUklKSr,WEHTWTVWlocal Trial date set for man charge with arson burglary htpstcoeUklKSr,1
582,arson,"Lawrence, KS",Man charged in conection to Shawne arson and burglary OLATHE Kan ÛÓ A man was in court Wednesday acused ofÛ htptcozcXmQoKtZ,Man charge in conection to Shawne arson and burglary OLATHE Kan ÛÓ A man be in court Wednesday acused ofÛ htptcozcXmQoKtZ,0
586,arson,unknown,KZIM Stele police arest  in posible arson investigation htpstcowZbWryqjC,KZIM Stele police arest in posible arson investigation htpstcowZbWryqjC,1
587,arson,Duo lane,Vixuhn rip arson,Vixuhn rip arson,0
590,arson,unknown,Arson suspect linked to  fires caught in Northern California htptcoHkFPyNbPS,Arson suspect link to fire caught in Northern California htptcoHkFPyNbPS,1
591,arson,Reality Based World,RT TheAdvocateMag Owner of ChicagoArea Gay Bar Admits to Arson Scheme htptcowHTMwtgROJ p LGBT,RT TheAdvocateMag Owner of ChicagoArea Gay Bar Admits to Arson Scheme htptcowHTMwtgROJ p LGBT,0
593,arson,EARTH ,LGBTQ News Owner of ChicagoArea Gay Bar Admits to Arson Scheme Frank Eliot pleaded htptcosGbvNWqUx Via TheAdvocateMag,LGBTQ News Owner of ChicagoArea Gay Bar Admits to Arson Scheme Frank Eliot plead htptcosGbvNWqUx Via TheAdvocateMag,0
595,arson,unknown,Mourning notices for stabing arson victims stir Û÷politics of griefÛª in Israel Posters for Shira Banki and A htptcoowDfcLu,Mourning notice for stab arson victim stir Û÷politics of griefÛª in Israel Posters for Shira Banki and A htptcoowDfcLu,1
596,arsonist,"3rd terrestrial planet, Sun",Contra Costa Co authorities arest suspected serial arsonist Authorities believe thatÛ htptcobzCmzMbi htptcoLBQldyKgdp,Contra Costa Co authority arest suspect serial arsonist Authorities believe thatÛ htptcobzCmzMbi htptcoLBQldyKgdp,1
597,arsonist,unknown,Owner of ChicagoArea Gay Bar Admits to Arson Scheme Frank Eliot pleaded guilty to hiring an arsonist to to htptcoLmrYxfNK,Owner of ChicagoArea Gay Bar Admits to Arson Scheme Frank Eliot plead guilty to hire an arsonist to to htptcoLmrYxfNK,0
601,arsonist,unknown,localarsonist Cloudygoldrush Man what they be on some other shit,localarsonist Cloudygoldrush Man what they be on some other shit,0
602,arsonist,ss,mo the way she says cary htpstcovQzRUTHRNU,mo the way she say cary htpstcovQzRUTHRNU,0
605,arsonist,USA,Arsonist Sets NYC Vegetarian Restaurant on Fire Police NewYork htptcoagncLuSK,Arsonist Sets NYC Vegetarian Restaurant on Fire Police NewYork htptcoagncLuSK,1
610,arsonist,"Nanaimo, BC",Arsonist torches a house himself and his getaway vehicle police say Surey Leader htptcoqJlTVDk RichardGEarl,Arsonist torch a house himself and his getaway vehicle police say Surey Leader htptcoqJlTVDk RichardGEarl,1
616,arsonist,ss,Safyuan i already threw away the leter tho,Safyuan i already threw away the leter tho,0
618,arsonist,"Dorset, UK",Hotel arsonist who caused å£ damage was Û÷crying for helpÛª An arsonist has ben jailed after a court hear htptcoHNGDdBhewa,Hotel arsonist who cause å£ damage be Û÷crying for helpÛª An arsonist have ben jail after a court hear htptcoHNGDdBhewa,0
620,arsonist,San Francisco,suspected serial arsonist in east bay under arest christinKPIX NightBeatTV pm KBCWtv VeronicaDLCruz,suspect serial arsonist in east bay under arest christinKPIX NightBeatTV pm KBCWtv VeronicaDLCruz,1
626,arsonist,"Toronto, Canada",ARSONIST Mc CHRIST WALK htptcoDLQHiGjT Toronto Columbus Gospel,ARSONIST Mc CHRIST WALK htptcoDLQHiGjT Toronto Columbus Gospel,0
627,arsonist,ss,GayB bitch dont get slaped,GayB bitch dont get slap,0
629,arsonist,ss,trapvodka my new fave vine,trapvodka my new fave vine,0
632,arsonist,"San Luis Obispo, California",Suspected serial arsonist arested in NorCal htptcoDtytCGu htptcoMjxbygejyL,Suspected serial arsonist arested in NorCal htptcoDtytCGu htptcoMjxbygejyL,1
634,arsonist,unknown,Surveilance Video Captures Man Removing American Flag From Long Beach Home KTLA htptcogowiAgHu,Surveilance Video Captures Man Removing American Flag From Long Beach Home KTLA htptcogowiAgHu,0
639,arsonist,San Francisco,Serial arsonist gets no bail not jail release htptcorozsaumsS,Serial arsonist get no bail not jail release htptcorozsaumsS,0
645,arsonist,Fresno,Arson suspect linked to  fires caught in Northern California htpstcoemsXyWps,Arson suspect link to fire caught in Northern California htpstcoemsXyWps,1
647,attack,unknown,Delhi government to provide fre treatment to acid atack victims in private hospitals APatWork htptcoxjtpSBpt,Delhi government to provide fre treatment to acid atack victim in private hospital APatWork htptcoxjtpSBpt,1
648,attack,chi town        ,Im going into a panic atack,Im go into a panic atack,0
650,attack,Maryland,End the Inovation Catch Reduce the Atack Surface htptcoGjSEhkD INDUSTRYINSIGHTS mcgsecure,End the Inovation Catch Reduce the Atack Surface htptcoGjSEhkD INDUSTRYINSIGHTS mcgsecure,0
663,attack,unknown,RealTwanBrown Yesterday I Had A Heat Atack And Whats Funy Our Relationship Or Our Snapchat,RealTwanBrown Yesterday I Had A Heat Atack And Whats Funy Our Relationship Or Our Snapchat,0
666,attack,Indianapolis,TexasÛªs Gratuitously Cruel Atack On A Dying GayåÊMan htptcoretdjqyCuB,TexasÛªs Gratuitously Cruel Atack On A Dying GayåÊMan htptcoretdjqyCuB,1
668,attack,Worldwide,Coper the Super Poper The hero dog who saved me from drowning and detected my heart atack before I knew it TheÛ htptcohzADcnhF,Coper the Super Poper The hero dog who save me from drown and detect my heart atack before I knew it TheÛ htptcohzADcnhF,0
670,attack,unknown,Double ebony atack htptcoVRLlrKf Blackhaired Blowjob htptcotTGnRBje,Double ebony atack htptcoVRLlrKf Blackhaired Blowjob htptcotTGnRBje,1
673,attack,unknown,Suspect in latest US theatre atack had psychological isues htptcoTvsvjuAVif htptconpovfRrGo,Suspect in late US theatre atack have psychological isues htptcoTvsvjuAVif htptconpovfRrGo,1
676,attack,unknown,People Tily the Confused Cat Overcomes Horible Atack to Win Hearts htptcoQtrsYxFzo,People Tily the Confused Cat Overcomes Horible Atack to Win Hearts htptcoQtrsYxFzo,0
678,attack,Peru,To love you love you love you Masive Atack Angel HD htpstcoTWGfox vÌa YouTube,To love you love you love you Masive Atack Angel HD htpstcoTWGfox vÌa YouTube,0
692,attack,United Kingdom,Sunyclaribel how many of DPJHodges articles just atack labour or defend conservatives se for yourself htptcoshAIjOZC,Sunyclaribel how many of DPJHodges article just atack labour or defend conservative se for yourself htptcoshAIjOZC,0
693,attack,venezuela,RT rtcom Tory atack on Fredom of Information is Û÷asault on govt acountabilityÛª ÛÒ Liberty htptcoUNmTOnzc htptcoGTSbveF,RT rtcom Tory atack on Fredom of Information be Û÷asault on govt acountabilityÛª ÛÒ Liberty htptcoUNmTOnzc htptcoGTSbveF,1
694,attack,My own little world.,Its weird I had a near panic atack amp wanted to write herÛ walked into the bathrom at work and nearly cried Dreadfuly mis her,Its weird I have a near panic atack amp want to write herÛ walk into the bathrom at work and nearly cry Dreadfuly mi her,0
695,attack,Twitter,porn nsfw Blacks atack for white maried slut htptcozRngKhdH,porn nsfw Blacks atack for white maried slut htptcozRngKhdH,0
696,attacked,"New Delhi,India",Cop injured in gunfight as militants atack Udhampur police post Suspected militants atacked a police post i htptcoERWFdxnCr,Cop injured in gunfight a militant atack Udhampur police post Suspected militant atacked a police post i htptcoERWFdxnCr,1
698,attacked,UK,Newcastle Scholgirl atacked in Seaton Delaval park by pack of animals led by a former friend htptcoxbrVNibT newcastle,Newcastle Scholgirl atacked in Seaton Delaval park by pack of animal lead by a former friend htptcoxbrVNibT newcastle,0
701,attacked,unknown,Aus ned carer best of davidwarner along with Steve smith to even try competing SURA virus has atacked team Australia brutaly,Aus ned carer best of davidwarner along with Steve smith to even try compete SURA virus have atacked team Australia brutaly,0
703,attacked,between here and there,Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcoajMtUEHy,Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcoajMtUEHy,1
707,attacked,"Revolutionary Road, USA",Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcoOGoyzOlJk,Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcoOGoyzOlJk,1
708,attacked,Lucknow,Tenese man kiled by police atacked family with hatchet åÊcal htptcopWiwqDT,Tenese man kiled by police atacked family with hatchet åÊcal htptcopWiwqDT,1
711,attacked,1937 Germany ,Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcoRICbduIACc,Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcoRICbduIACc,1
715,attacked,"Toronto, Ontario",Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcozbvVBiSY,Christian Atacked by Muslims at the Temple Mount after Waving Israeli Flag via Pamela Geler htptcozbvVBiSY,1
